,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
777,2018-02-16,10818.872096267722,8829.424686254039,11698.93522725894,10818.872096267722,10818.872096267722,-472.2123489518887,-472.2123489518887,-472.2123489518887,-3.459731463567679,-3.459731463567679,-3.459731463567679,-468.752617488321,-468.752617488321,-468.752617488321,0.0,0.0,0.0,10346.659747315833
778,2018-02-17,10789.5527247976,9152.358935124394,11895.441551586984,10789.5527247976,10789.5527247976,-409.3609042383241,-409.3609042383241,-409.3609042383241,15.15056685790582,15.15056685790582,15.15056685790582,-424.5114710962299,-424.5114710962299,-424.5114710962299,0.0,0.0,0.0,10380.191820559277
779,2018-02-18,10760.23335332748,8913.112030034152,11769.611790419,10760.23335332748,10760.23335332748,-391.1901261679879,-391.1901261679879,-391.1901261679879,-9.039748739937561,-9.039748739937561,-9.039748739937561,-382.1503774280503,-382.1503774280503,-382.1503774280503,0.0,0.0,0.0,10369.043227159491
780,2018-02-19,10730.913981857359,8927.736974850757,11757.097904098977,10730.913981857359,10730.913981857359,-324.2713352039584,-324.2713352039584,-324.2713352039584,18.53630482887365,18.53630482887365,18.53630482887365,-342.8076400328321,-342.8076400328321,-342.8076400328321,0.0,0.0,0.0,10406.6426466534
781,2018-02-20,10701.594610387237,9035.053412670803,11709.203666496933,10701.594610387237,10701.594610387237,-311.7403419371708,-311.7403419371708,-311.7403419371708,-4.161663500159478,-4.161663500159478,-4.161663500159478,-307.5786784370114,-307.5786784370114,-307.5786784370114,0.0,0.0,0.0,10389.854268450066
782,2018-02-21,10672.275238917113,8975.155795461695,11768.14357296647,10672.275238917113,10672.275238917113,-276.1599610354826,-276.1599610354826,-276.1599610354826,1.330152008250691,1.330152008250691,1.330152008250691,-277.49011304373323,-277.49011304373323,-277.49011304373323,0.0,0.0,0.0,10396.11527788163
783,2018-02-22,10642.955867446992,8952.441123736902,11694.563165395166,10642.955867446992,10642.955867446992,-271.8311981177677,-271.8311981177677,-271.8311981177677,-18.35587999133146,-18.35587999133146,-18.35587999133146,-253.47531812643626,-253.47531812643626,-253.47531812643626,0.0,0.0,0.0,10371.124669329223
784,2018-02-23,10613.63649597687,8944.169230561401,11837.566644515373,10613.63649597687,10613.63649597687,-239.8118043957534,-239.8118043957534,-239.8118043957534,-3.4597314634835645,-3.4597314634835645,-3.4597314634835645,-236.35207293226983,-236.35207293226983,-236.35207293226983,0.0,0.0,0.0,10373.824691581118
785,2018-02-24,10584.31712450675,9016.820594719738,11895.54399184947,10584.31712450675,10584.31712450675,-211.65231907422583,-211.65231907422583,-211.65231907422583,15.150566857922191,15.150566857922191,15.150566857922191,-226.802885932148,-226.802885932148,-226.802885932148,0.0,0.0,0.0,10372.664805432523
786,2018-02-25,10554.997753036629,8915.514475873524,11657.777253744625,10554.997753036629,10554.997753036629,-234.39824564896475,-234.39824564896475,-234.39824564896475,-9.039748739899181,-9.039748739899181,-9.039748739899181,-225.35849690906556,-225.35849690906556,-225.35849690906556,0.0,0.0,0.0,10320.599507387664
787,2018-02-26,10525.678381566508,8828.879787990378,11800.9830496323,10525.678381566508,10525.678381566508,-213.8486730031918,-213.8486730031918,-213.8486730031918,18.536304828879818,18.536304828879818,18.536304828879818,-232.38497783207163,-232.38497783207163,-232.38497783207163,0.0,0.0,0.0,10311.829708563317
788,2018-02-27,10496.359010096381,8928.979066735763,11687.654564443139,10496.359010096381,10496.359010096381,-252.23642212158336,-252.23642212158336,-252.23642212158336,-4.161663500155897,-4.161663500155897,-4.161663500155897,-248.07475862142746,-248.07475862142746,-248.07475862142746,0.0,0.0,0.0,10244.122587974798
789,2018-02-28,10467.03963862626,8765.524387364581,11609.09495611718,10467.03963862626,10467.03963862626,-271.1116486065352,-271.1116486065352,-271.1116486065352,1.3301520082213876,1.3301520082213876,1.3301520082213876,-272.44180061475663,-272.44180061475663,-272.44180061475663,0.0,0.0,0.0,10195.927990019725
790,2018-03-01,10437.720267156139,8762.737483386418,11452.9980173011,10437.720267156139,10437.720267156139,-323.6769116082776,-323.6769116082776,-323.6769116082776,-18.355879991408873,-18.355879991408873,-18.355879991408873,-305.3210316168687,-305.3210316168687,-305.3210316168687,0.0,0.0,0.0,10114.043355547861
791,2018-03-02,10408.400895686018,8549.458148938393,11450.572824421615,10408.400895686018,10408.400895686018,-349.8317763121796,-349.8317763121796,-349.8317763121796,-3.45973146361927,-3.45973146361927,-3.45973146361927,-346.3720448485603,-346.3720448485603,-346.3720448485603,0.0,0.0,0.0,10058.569119373838
792,2018-03-03,10379.081524215897,8540.656800511311,11378.257680962459,10379.081524215897,10379.081524215897,-379.9363860854388,-379.9363860854388,-379.9363860854388,15.150566857865078,15.150566857865078,15.150566857865078,-395.0869529433039,-395.0869529433039,-395.0869529433039,0.0,0.0,0.0,9999.145138130458
793,2018-03-04,10349.762152745772,8524.011970740494,11359.474695311319,10349.762152745772,10349.762152745772,-459.8419291332669,-459.8419291332669,-459.8419291332669,-9.039748739955778,-9.039748739955778,-9.039748739955778,-450.8021803933111,-450.8021803933111,-450.8021803933111,0.0,0.0,0.0,9889.920223612506
794,2018-03-05,10320.44278127565,8361.847982576397,11191.119967601364,10320.44278127565,10320.44278127565,-494.17757159526764,-494.17757159526764,-494.17757159526764,18.536304828885985,18.536304828885985,18.536304828885985,-512.7138764241537,-512.7138764241537,-512.7138764241537,0.0,0.0,0.0,9826.265209680381
795,2018-03-06,10291.123409805528,8438.72794528268,11178.131578886138,10291.123409805528,10291.123409805528,-584.0582014017144,-584.0582014017144,-584.0582014017144,-4.161663500152314,-4.161663500152314,-4.161663500152314,-579.896537901562,-579.896537901562,-579.896537901562,0.0,0.0,0.0,9707.065208403814
796,2018-03-07,10261.804038335407,8270.608314508027,11117.617952897925,10261.804038335407,10261.804038335407,-649.9941989943077,-649.9941989943077,-649.9941989943077,1.330152008192081,1.330152008192081,1.330152008192081,-651.3243510024997,-651.3243510024997,-651.3243510024997,0.0,0.0,0.0,9611.8098393411
797,2018-03-08,10232.484666865286,8140.215945250174,10935.01210950711,10232.484666865286,10232.484666865286,-744.2505731292146,-744.2505731292146,-744.2505731292146,-18.355879991486283,-18.355879991486283,-18.355879991486283,-725.8946931377284,-725.8946931377284,-725.8946931377284,0.0,0.0,0.0,9488.234093736071
798,2018-03-09,10203.165295395165,7936.041538908716,10802.906659851411,10203.165295395165,10203.165295395165,-805.9129162058138,-805.9129162058138,-805.9129162058138,-3.4597314635351544,-3.4597314635351544,-3.4597314635351544,-802.4531847422785,-802.4531847422785,-802.4531847422785,0.0,0.0,0.0,9397.25237918935
799,2018-03-10,10173.84592392504,7871.14119833865,10675.43660959161,10173.84592392504,10173.84592392504,-864.6690784906227,-864.6690784906227,-864.6690784906227,15.150566857881447,15.150566857881447,15.150566857881447,-879.8196453485042,-879.8196453485042,-879.8196453485042,0.0,0.0,0.0,9309.176845434418
800,2018-03-11,10144.52655245492,7787.666102063745,10637.479726020008,10144.52655245492,10144.52655245492,-965.8540394184232,-965.8540394184232,-965.8540394184232,-9.039748739917394,-9.039748739917394,-9.039748739917394,-956.8142906785059,-956.8142906785059,-956.8142906785059,0.0,0.0,0.0,9178.672513036496
801,2018-03-12,10115.207180984798,7777.450796491055,10403.97420666087,10115.207180984798,10115.207180984798,-1013.7472028528815,-1013.7472028528815,-1013.7472028528815,18.53630482888883,18.53630482888883,18.53630482888883,-1032.2835076817703,-1032.2835076817703,-1032.2835076817703,0.0,0.0,0.0,9101.459978131918
802,2018-03-13,10085.887809514677,7475.670437022054,10345.5878042742,10085.887809514677,10085.887809514677,-1109.286225862538,-1109.286225862538,-1109.286225862538,-4.161663500134715,-4.161663500134715,-4.161663500134715,-1105.1245623624034,-1105.1245623624034,-1105.1245623624034,0.0,0.0,0.0,8976.60158365214
803,2018-03-14,10056.568438044556,7474.217885154514,10307.019648627102,10056.568438044556,10056.568438044556,-1172.978478254432,-1172.978478254432,-1172.978478254432,1.3301520082703318,1.3301520082703318,1.3301520082703318,-1174.3086302627025,-1174.3086302627025,-1174.3086302627025,0.0,0.0,0.0,8883.589959790124
804,2018-03-15,10027.249066574435,7401.178232551425,10191.137276029182,10027.249066574435,10027.249066574435,-1257.257470498695,-1257.257470498695,-1257.257470498695,-18.35587999137003,-18.35587999137003,-18.35587999137003,-1238.901590507325,-1238.901590507325,-1238.901590507325,0.0,0.0,0.0,8769.99159607574
805,2018-03-16,9997.929695104309,7343.438160358752,10129.269932301018,9997.929695104309,9997.929695104309,-1301.5418212939685,-1301.5418212939685,-1301.5418212939685,-3.459731463544117,-3.459731463544117,-3.459731463544117,-1298.0820898304241,-1298.0820898304241,-1298.0820898304241,0.0,0.0,0.0,8696.387873810341
806,2018-03-17,9968.610323634188,7302.485406417589,10152.15504521939,9968.610323634188,9968.610323634188,-1336.0058942458775,-1336.0058942458775,-1336.0058942458775,15.150566857897815,15.150566857897815,15.150566857897815,-1351.1564611037752,-1351.1564611037752,-1351.1564611037752,0.0,0.0,0.0,8632.60442938831
807,2018-03-18,9939.290952164067,7118.345857092724,9857.046402394868,9939.290952164067,9939.290952164067,-1406.6099180545484,-1406.6099180545484,-1406.6099180545484,-9.039748739923109,-9.039748739923109,-9.039748739923109,-1397.5701693146254,-1397.5701693146254,-1397.5701693146254,0.0,0.0,0.0,8532.681034109519
808,2018-03-19,9909.971580693946,7013.2739724597195,9878.611373540363,9909.971580693946,9909.971580693946,-1418.3792493593612,-1418.3792493593612,-1418.3792493593612,18.536304828883427,18.536304828883427,18.536304828883427,-1436.9155541882446,-1436.9155541882446,-1436.9155541882446,0.0,0.0,0.0,8491.592331334585
809,2018-03-20,9880.652209223825,6957.379809518092,9715.27514645827,9880.652209223825,9880.652209223825,-1473.0974035260513,-1473.0974035260513,-1473.0974035260513,-4.16166350016923,-4.16166350016923,-4.16166350016923,-1468.935740025882,-1468.935740025882,-1468.935740025882,0.0,0.0,0.0,8407.554805697773
810,2018-03-21,9851.332837753704,6936.9173993911545,9759.236659390175,9851.332837753704,9851.332837753704,-1492.1945349838093,-1492.1945349838093,-1492.1945349838093,1.3301520081690519,1.3301520081690519,1.3301520081690519,-1493.5246869919781,-1493.5246869919781,-1493.5246869919781,0.0,0.0,0.0,8359.138302769894
811,2018-03-22,9822.013466283577,6860.633786106003,9788.335170299897,9822.013466283577,9822.013466283577,-1529.0793411885115,-1529.0793411885115,-1529.0793411885115,-18.355879991436982,-18.355879991436982,-18.355879991436982,-1510.7234611970746,-1510.7234611970746,-1510.7234611970746,0.0,0.0,0.0,8292.934125095066
812,2018-03-23,9792.694094813456,6990.999736481151,9775.473711993645,9792.694094813456,9792.694094813456,-1524.1726321104982,-1524.1726321104982,-1524.1726321104982,-3.459731463553083,-3.459731463553083,-3.459731463553083,-1520.712900646945,-1520.712900646945,-1520.712900646945,0.0,0.0,0.0,8268.521462702958
813,2018-03-24,9763.374723343335,6804.461719284147,9627.235769148154,9763.374723343335,9763.374723343335,-1508.652380921398,-1508.652380921398,-1508.652380921398,15.150566857916827,15.150566857916827,15.150566857916827,-1523.8029477793148,-1523.8029477793148,-1523.8029477793148,0.0,0.0,0.0,8254.722342421937
814,2018-03-25,9734.055351873214,6825.828435598258,9676.359938674896,9734.055351873214,9734.055351873214,-1529.4587531173734,-1529.4587531173734,-1529.4587531173734,-9.03974873989152,-9.03974873989152,-9.03974873989152,-1520.419004377482,-1520.419004377482,-1520.419004377482,0.0,0.0,0.0,8204.596598755841
815,2018-03-26,9704.735980403093,6716.187797924851,9672.158748292872,9704.735980403093,9704.735980403093,-1492.5494340613354,-1492.5494340613354,-1492.5494340613354,18.536304828886266,18.536304828886266,18.536304828886266,-1511.0857388902216,-1511.0857388902216,-1511.0857388902216,0.0,0.0,0.0,8212.186546341758
816,2018-03-27,9675.416608932972,6809.778316978004,9603.842497550319,9675.416608932972,9675.416608932972,-1500.5705011834223,-1500.5705011834223,-1500.5705011834223,-4.16166350016565,-4.16166350016565,-4.16166350016565,-1496.4088376832565,-1496.4088376832565,-1496.4088376832565,0.0,0.0,0.0,8174.846107749549
